CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTACTAREA,CONTCOMP,NMNO,LONGLOC,LATLOC,CRUSH,BOTTOMOUT,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
2404160,25,110,1-25-2024-110-NM2,22,1,A,3,740,1,888,888,999,9,999,5,2,217.706177804094,2,9
2404160,25,110,1-25-2024-110-NM2,22,1,B,3,750,1,888,888,999,9,811,5,1,217.706177804094,2,9
2404160,25,110,1-25-2024-110-NM2,22,1,C,3,758,1,888,888,999,9,871,5,1,217.706177804094,2,9
2403616,32,123,1-32-2024-123-NM1,21,1,G,6,776,1,999,999,999,8,999,5,3,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,H,6,777,1,999,999,999,9,999,3,3,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,I,10,61,1,888,888,888,8,999,98,3,73.4062485290255,7,9
2403106,32,110,1-32-2024-110-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,25.3988337354055,7,9
2400730,32,22,1-32-2024-022-NM1,21,1,D,6,777,1,999,999,999,8,999,5,2,10.9241646727683,7,9
2400730,32,22,1-32-2024-022-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,10.9241646727683,7,9
2402975,24,81,1-24-2024-081-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,262.129476205265,1,9
2402114,22,63,1-22-2024-063-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,82.628551642103,12,9
2404477,27,140,1-27-2024-140-NM2,22,1,A,3,754,1,888,888,0,0,811,3,1,26.6993316813968,3,9
2404477,27,140,1-27-2024-140-NM2,22,1,B,3,750,1,888,888,0,0,851,3,1,26.6993316813968,3,9
2404477,27,140,1-27-2024-140-NM2,22,1,C,3,750,1,888,888,0,0,851,3,1,26.6993316813968,3,9
2404045,81,98,1-81-2024-098-NM1,21,1,A,1,700,1,999,999,999,9,819,5,1,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,B,1,706,1,999,999,999,0,999,2,3,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,C,1,703,1,999,999,999,9,999,1,3,74.6147978501919,8,9
2404587,25,122,1-25-2024-122-NM2,22,1,A,3,756,1,999,999,0,0,996,3,1,117.391789482128,2,9
2404117,24,116,1-24-2024-116-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,150.695729579903,1,9
2403198,33,54,1-33-2024-054-NM1,21,1,F,5,781,1,888,888,0,0,999,9,1,55.7364737376608,12,9
2405218,28,164,1-28-2024-164-NM2,22,1,B,2,724,1,888,888,888,8,999,3,2,142.962485684357,3,9
2405218,28,164,1-28-2024-164-NM2,22,1,C,2,730,1,888,888,888,8,999,3,2,142.962485684357,3,9
2406389,29,113,1-29-2024-113-NM1,21,1,A,1,701,1,25,-10,1,9,859,1,2,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,B,1,702,1,65,-15,1,0,849,2,2,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,C,5,770,1,105,-15,4,0,819,1,2,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,D,5,770,1,110,-35,1,0,501,1,2,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,E,5,770,1,135,-25,0,0,769,9,3,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,F,5,770,1,144,55,0,0,769,9,3,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,G,6,775,1,207,-30,12,0,101,12,2,107.444469820023,2,9
2404890,30,167,1-30-2024-167-NM2,22,1,F,5,770,1,999,999,999,0,829,5,2,814.767720370494,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,G,5,770,1,999,999,999,0,601,5,2,814.767720370494,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,H,5,770,1,999,999,999,0,101,5,2,814.767720370494,10,9
2406065,79,118,1-79-2024-118-NM1,21,1,A,5,770,1,144,-250,2,0,711,5,2,131.970085856043,8,9
2406065,79,118,1-79-2024-118-NM1,21,1,B,5,770,1,111,-233,3,0,831,5,2,131.970085856043,8,9
2404890,30,167,1-30-2024-167-NM2,22,1,I,10,61,1,888,888,888,8,999,98,1,814.767720370494,10,9
2406091,32,158,1-32-2024-158-NM1,21,1,A,1,700,1,999,999,999,0,859,2,3,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,B,1,703,1,999,999,999,0,813,5,3,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,C,6,775,1,999,999,999,0,101,2,3,128.080968764564,7,9
2406002,81,159,1-81-2024-159-NM1,21,1,A,4,762,1,999,999,999,0,712,5,1,21.098194093673,8,9
2404906,77,155,1-77-2024-155-NM1,21,1,J,10,61,1,888,888,888,8,999,98,1,113.21347390618,9,9
2404970,20,120,1-20-2024-120-NM1,21,1,D,10,61,1,888,888,888,8,999,98,1,42.5846152120555,11,9
2406207,22,188,1-22-2024-188-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,24.4305122731702,12,9
2405074,16,123,1-16-2024-123-NM1,21,2,A,2,730,1,888,888,999,0,401,5,2,43.3211199928482,5,9
2405074,16,123,1-16-2024-123-NM1,21,2,B,10,61,1,888,888,888,8,999,98,1,43.3211199928482,5,9
2405993,29,104,1-29-2024-104-NM1,21,1,A,10,61,1,888,888,888,8,999,98,3,46.066249775962,2,9
2406292,22,191,1-22-2024-191-NM2,22,1,B,5,770,1,999,999,999,9,999,3,1,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,C,1,700,1,999,999,999,9,839,3,2,24.4305122731702,12,9
2405354,29,91,1-29-2024-091-NM2,22,1,D,10,61,1,888,888,888,8,999,98,2,400.603383200049,2,9
2405354,29,91,1-29-2024-091-NM2,22,1,C,10,61,2,888,888,888,8,999,98,2,400.603383200049,2,9
2405394,10,107,1-10-2024-107-NM1,21,1,G,1,703,1,80,40,999,0,831,3,1,36.1764362071444,4,9
2404890,30,167,1-30-2024-167-NM2,22,1,E,1,703,1,999,999,999,9,999,2,2,814.767720370494,10,9
2401592,28,42,1-28-2024-042-NM2,22,1,E,5,770,1,999,999,999,9,732,5,2,37.9334438090452,3,9
2403500,32,122,1-32-2024-122-NM1,21,1,B,10,61,1,888,888,888,8,999,98,2,14.4199310356771,7,9
2404970,20,120,1-20-2024-120-NM1,21,1,B,1,702,1,108,-10,888,0,512,2,1,42.5846152120555,11,9
2404970,20,120,1-20-2024-120-NM1,21,1,A,1,700,1,78,-22,0,0,812,3,3,42.5846152120555,11,9
2404706,11,142,1-11-2024-142-NM1,21,1,A,1,700,1,999,999,999,0,851,1,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,B,1,706,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,C,5,770,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,D,3,740,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,E,3,740,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,F,6,775,1,999,999,999,0,101,2,2,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,G,3,753,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,H,9,828,1,999,999,999,0,999,3,3,37.1071357763572,8,9
2405353,29,90,1-29-2024-090-NM2,22,1,A,5,770,1,118,54,0,0,999,3,2,400.603383200049,2,9
2404760,32,138,1-32-2024-138-NM1,21,1,A,1,701,1,21,67,3,0,861,2,1,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,B,1,708,1,26,67,888,1,871,2,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,C,1,700,1,36,999,0,0,851,2,2,41.8806863445024,7,9
2401750,57,33,1-57-2024-033-NM1,21,1,H,6,784,1,999,999,999,8,101,96,1,38.5305215581579,1,9
2404012,32,127,1-32-2024-127-NM1,21,1,B,1,706,1,999,999,999,0,999,2,2,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,C,5,770,1,999,999,999,0,999,5,2,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,D,10,61,1,888,888,888,8,999,98,1,81.1432128652192,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,A,1,700,1,44,-53,2,0,996,2,2,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,B,5,770,1,119,-37,8,1,601,5,2,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,C,6,775,1,232,-44,5,0,101,12,2,466.844383438263,7,9
2405352,29,89,1-29-2024-089-NM1,21,1,B,1,706,1,100,-90,999,0,999,2,1,37.5008426016573,2,9
2405448,60,86,1-60-2024-086-NM1,21,1,A,1,701,1,40,68,999,9,851,98,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,B,1,700,1,62,92,999,9,831,98,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,C,1,706,1,112,71,2,1,821,2,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,D,3,740,1,144,96,6,0,811,1,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,E,6,775,1,224,53,9,1,712,2,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,F,6,775,1,249,58,8,1,101,2,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,G,3,742,1,245,70,1,0,742,1,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,H,3,753,1,244,88,999,1,812,98,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,I,3,750,1,326,80,1,0,811,1,2,43.22330010499,8,9
2404053,10,70,1-10-2024-070-NM1,21,1,E,5,770,1,164,7,5,0,601,5,2,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,F,6,775,1,209,-13,5,8,101,12,2,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,31.3806248143146,4,9
2405266,59,155,1-59-2024-155-NM2,22,1,A,2,738,1,888,888,0,0,999,3,2,265.224171982023,6,9
2401788,69,33,1-69-2024-033-NM1,21,1,C,1,702,1,61,55,8,0,811,5,2,7.66811372485411,8,9
2401788,69,33,1-69-2024-033-NM1,21,1,E,5,770,1,134,61,8,0,511,5,2,7.66811372485411,8,9
2405527,48,179,1-48-2024-179-NM1,21,1,D,5,770,1,999,999,999,0,999,9,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,E,5,770,1,999,999,999,0,999,3,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,F,6,775,1,999,999,999,0,999,9,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,G,6,784,1,999,999,999,0,999,5,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,H,10,61,1,888,888,888,8,999,98,1,85.8427679861707,12,9
2403980,66,81,1-66-2024-081-NM2,22,1,A,10,61,1,888,888,888,8,999,98,3,110.074249285118,6,9
2405728,82,162,1-82-2024-162-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,25.4374322287382,1,9
2406376,20,151,1-20-2024-151-NM2,22,1,A,1,702,1,999,999,999,9,842,2,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,B,1,703,1,999,999,999,9,832,1,2,1093.0659222961,11,9
2405276,77,169,1-77-2024-169-NM1,21,1,F,10,61,1,888,888,888,8,999,98,3,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,G,10,61,2,888,888,888,8,999,98,3,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,H,10,61,3,888,888,888,8,999,98,3,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,I,10,61,4,888,888,888,8,999,96,3,113.21347390618,9,9
2405770,57,178,1-57-2024-178-NM2,22,1,A,10,61,1,888,888,888,8,101,98,3,167.365124450856,1,9
2405846,15,225,1-15-2024-225-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,31.8783964598429,1,9
2405729,82,163,1-82-2024-163-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,2077.73112331519,1,9
2405595,52,55,1-52-2024-055-NM2,22,1,A,1,702,1,999,999,999,0,999,2,3,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,B,1,702,1,999,999,999,0,999,2,3,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,C,10,61,1,888,888,888,8,999,98,1,153.764846051201,12,9
2406343,11,191,1-11-2024-191-NM1,21,1,A,2,720,1,999,999,999,0,811,5,3,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,B,5,770,1,999,999,999,0,711,9,2,37.1071357763572,8,9
2406352,26,138,1-26-2024-138-NM1,21,1,F,10,61,1,888,888,888,8,999,98,2,89.692806404866,10,9
2403198,33,54,1-33-2024-054-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,H,10,61,2,888,888,888,8,999,98,1,55.7364737376608,12,9
2401084,77,37,1-77-2024-037-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,297.636915073691,9,9
2403641,29,39,1-29-2024-039-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,381.081668154122,2,9
2401481,77,50,1-77-2024-050-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,306.910106229355,9,9
2401016,24,22,1-24-2024-022-NM1,21,1,H,3,752,1,999,999,888,8,999,1,2,81.6170730667138,1,9
2400815,23,13,1-23-2024-013-NM1,21,2,B,4,760,1,999,999,0,0,999,9,2,75.3524398717664,5,9
2404711,25,125,1-25-2024-125-NM1,21,1,A,1,700,1,54,-46,1,0,852,9,3,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,B,1,700,1,62,-88,0,0,999,3,3,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,C,1,702,1,88,-18,0,0,812,2,2,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,E,5,770,1,128,-32,5,0,996,5,1,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,D,1,703,1,104,43,0,0,999,3,3,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,F,2,730,1,888,888,0,0,999,3,3,55.4169403670828,2,9
2404354,12,79,1-12-2024-079-NM2,22,1,B,1,700,1,999,999,999,0,999,5,1,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,C,1,702,1,999,999,999,0,999,5,1,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,E,1,703,1,999,999,999,0,999,5,1,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,D,1,706,1,999,999,999,0,999,5,1,719.957760795501,9,9
2400815,23,13,1-23-2024-013-NM1,21,2,C,10,61,1,888,888,888,8,999,98,1,75.3524398717664,5,9
2403048,10,45,1-10-2024-045-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,461.067694088124,4,9
2402702,20,77,1-20-2024-077-NM2,22,1,A,3,756,1,888,888,1,8,999,9,2,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,B,3,753,1,888,888,1,8,999,2,1,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,C,3,754,1,888,888,1,8,999,2,2,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,D,10,61,1,888,888,888,8,999,98,1,87.941289186377,11,9
2404267,15,171,1-15-2024-171-NM2,22,1,A,10,61,1,888,888,888,8,712,98,1,27.5756522213656,1,9
2404218,24,120,1-24-2024-120-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,253.744000679976,1,9
2402755,26,80,1-26-2024-080-NM1,21,1,B,3,758,1,888,888,0,0,999,4,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,C,3,740,1,888,888,3,0,999,5,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,D,3,750,1,888,888,0,0,999,3,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,E,3,740,1,888,888,0,0,999,3,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,F,3,740,1,888,888,0,0,999,3,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,G,3,753,1,888,888,888,8,999,98,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,H,10,74,1,888,888,888,8,851,98,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,I,10,61,1,888,888,0,8,999,98,1,25.7030205312635,10,9
2404482,82,121,1-82-2024-121-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,375.053029592921,1,9
2400050,69,1,1-69-2024-001-NM1,21,1,E,2,730,1,888,888,0,8,999,3,2,7.66811372485411,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,7.66811372485411,8,9
2402593,57,54,1-57-2024-054-NM2,22,1,A,1,701,1,999,999,999,0,872,2,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,B,1,718,1,999,999,999,0,852,5,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,C,1,702,1,999,999,999,0,832,98,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,D,5,770,1,999,999,999,0,812,5,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,E,5,774,1,999,999,999,0,712,2,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,F,6,775,1,999,999,999,0,101,12,2,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,G,10,61,1,888,888,888,8,999,98,1,570.311860030331,1,9
2404422,33,84,1-33-2024-084-NM1,21,1,A,1,700,1,32,8,0,0,851,98,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,B,1,700,1,48,-10,0,0,841,3,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,C,1,700,1,55,4,0,0,842,3,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,D,1,700,1,45,30,1,0,811,98,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,E,1,700,1,38,50,2,0,811,96,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,F,1,700,1,59,58,2,0,811,96,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,G,1,706,1,73,37,0,0,731,2,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,H,1,702,1,100,43,2,0,511,5,3,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,I,6,775,1,200,38,0,0,811,12,2,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,J,6,775,1,255,6,4,0,101,12,2,41.0900179301514,12,9
2404828,25,128,1-25-2024-128-NM1,21,1,A,1,700,1,53,-226,0,0,859,3,2,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,B,5,770,1,110,-227,1,0,819,4,1,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,C,6,775,1,194,-204,0,0,769,2,2,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,D,6,775,1,222,-232,2,0,101,2,1,46.3961698932894,2,9
2404586,25,121,1-25-2024-121-NM2,22,1,A,4,760,1,888,888,999,0,852,5,2,117.391789482128,2,9
2404586,25,121,1-25-2024-121-NM2,22,1,B,4,768,1,888,888,999,0,812,5,2,117.391789482128,2,9
2404586,25,121,1-25-2024-121-NM2,22,1,C,6,778,1,888,888,999,8,201,2,1,117.391789482128,2,9
2403389,15,132,1-15-2024-132-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,43.1774985201338,1,9
2403175,10,48,1-10-2024-048-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,917.555786243938,4,9
2403627,26,102,1-26-2024-102-NM2,22,1,B,10,61,1,888,888,888,8,842,98,1,471.653968173224,10,9
2403660,10,59,1-10-2024-059-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,271.413807736263,4,9
2404924,12,94,1-12-2024-094-NM1,21,1,A,1,700,1,34,142,5,0,851,5,2,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,B,3,740,1,120,96,6,0,841,5,2,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,C,5,770,1,140,54,1,0,731,3,3,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,D,3,742,1,166,74,3,0,731,5,2,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,E,6,775,1,210,54,0,0,101,2,1,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,F,3,753,1,200,80,0,0,601,5,2,263.286057296844,9,9
2404946,60,72,1-60-2024-072-NM1,21,1,A,1,700,1,45,16,0,0,852,3,1,43.22330010499,8,9
2404946,60,72,1-60-2024-072-NM1,21,1,B,1,702,1,76,13,5,0,832,1,1,43.22330010499,8,9
2404946,60,72,1-60-2024-072-NM1,21,1,C,1,703,1,98,17,9,9,812,1,1,43.22330010499,8,9
2404946,60,72,1-60-2024-072-NM1,21,1,D,5,770,1,175,37,4,0,712,1,1,43.22330010499,8,9
2404946,60,72,1-60-2024-072-NM1,21,1,E,6,775,1,230,26,17,0,101,7,1,43.22330010499,8,9
2404827,25,127,1-25-2024-127-NM1,21,1,A,1,708,1,40,74,0,0,852,98,3,46.3961698932894,2,9
2404827,25,127,1-25-2024-127-NM1,21,1,B,1,702,1,70,20,0,0,812,3,3,46.3961698932894,2,9
2403877,17,122,1-17-2024-122-NM2,22,1,A,1,719,1,999,999,0,0,999,98,2,97.286021862156,4,9
2403877,17,122,1-17-2024-122-NM2,22,1,B,10,61,1,888,888,888,8,999,98,1,97.286021862156,4,9
2403157,62,84,1-62-2024-084-NM1,21,1,I,3,756,2,888,888,999,0,999,5,3,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,J,6,775,1,999,999,999,0,999,2,1,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,K,5,774,2,999,999,888,8,999,5,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,A,1,701,2,48,-43,0,0,859,3,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,B,1,700,2,65,-30,0,0,849,9,2,50.4228553346501,7,9
2405977,26,132,1-26-2024-132-NM1,21,1,F,10,61,2,888,888,888,8,999,98,2,29.2426811637843,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,F,5,770,1,127,25,999,9,811,5,1,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,G,6,777,1,350,45,999,9,999,5,2,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,H,1,702,1,58,35,999,0,831,2,1,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,I,5,770,1,165,40,999,9,511,5,2,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,J,6,775,1,250,45,999,9,999,2,1,26.5232523906936,10,9
2406213,66,121,1-66-2024-121-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,110.074249285118,6,9
2406323,14,132,1-14-2024-132-NM2,22,1,A,3,740,1,999,999,999,0,999,3,3,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,B,10,61,1,888,888,888,8,841,9,2,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,C,10,61,1,888,888,888,8,842,9,3,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,D,10,61,1,888,888,888,8,201,98,3,464.271661627575,8,9
2405961,32,156,1-32-2024-156-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,64.9248984713776,7,9
2406352,26,138,1-26-2024-138-NM1,21,1,G,6,784,1,999,999,999,0,999,3,2,89.692806404866,10,9
2405574,16,126,1-16-2024-126-NM1,21,1,K,10,61,1,888,888,888,8,999,98,2,196.102077456907,5,9
2406292,22,191,1-22-2024-191-NM2,22,1,D,1,706,1,999,999,999,0,601,2,1,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,E,10,61,1,888,888,888,8,999,98,2,24.4305122731702,12,9
2406347,32,163,1-32-2024-163-NM1,21,1,B,10,61,1,888,888,888,8,999,98,2,47.5537279263516,7,9
2400831,77,28,1-77-2024-028-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,330.223105550016,9,9
2405575,11,166,1-11-2024-166-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,1994.3486165726,8,9
2406213,66,121,1-66-2024-121-NM2,22,1,B,3,740,1,999,999,999,0,842,3,3,110.074249285118,6,9
2406389,29,113,1-29-2024-113-NM1,21,1,H,10,61,1,888,888,888,8,999,98,2,107.444469820023,2,9
2406219,15,242,1-15-2024-242-NM2,22,1,B,2,720,1,999,999,999,0,601,3,3,30.3797729398406,1,9
2406343,11,191,1-11-2024-191-NM1,21,1,G,5,772,1,999,999,999,8,101,5,2,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,H,5,770,1,999,999,999,8,101,5,3,37.1071357763572,8,9
2401198,13,30,1-13-2024-030-NM2,22,1,G,5,770,1,999,999,999,0,999,3,2,1161.47481366351,7,9
2402620,31,52,1-31-2024-052-NM2,22,1,F,10,61,1,888,888,888,8,999,96,2,197.377933176122,6,9
2406376,20,151,1-20-2024-151-NM2,22,1,C,6,775,1,999,999,999,8,101,2,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,D,6,775,1,999,999,999,8,762,2,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,E,6,775,1,999,999,999,8,712,2,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,F,3,742,1,999,999,999,9,999,3,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,G,3,753,1,999,999,999,8,999,96,2,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,H,10,61,1,888,888,888,8,999,98,2,1093.0659222961,11,9
2406373,10,131,1-10-2024-131-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,47.9403529530355,4,9
2406347,32,163,1-32-2024-163-NM1,21,1,C,1,700,1,999,999,999,0,851,3,2,47.5537279263516,7,9
2405715,76,166,1-76-2024-166-NM1,21,2,A,10,61,1,888,888,888,9,999,98,1,85.5567201400254,3,9
2405998,20,141,1-20-2024-141-NM1,21,1,J,6,784,1,999,999,999,8,601,3,2,35.0220589332575,11,9
2403157,62,84,1-62-2024-084-NM1,21,1,C,1,700,2,66,-60,0,0,849,9,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,L,6,777,2,888,888,888,8,999,3,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,M,6,778,2,888,888,888,8,999,2,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,N,10,61,1,888,888,888,0,999,98,1,50.4228553346501,7,9
